id,seed,problem,solution,is_offline_store,expected_primary,expected_alt,expected_secondary,category,note
D0024,가전제품 방문수리 서비스(냉장고·세탁기·에어컨 고장수리),"대형 가전 고장 시 고객이 매장 이동이 어렵고, 신속한 방문수리 수요가 높다. 온라인 예약으로 당일 방문 서비스를 제공하면 경쟁력 있음.","기사 기반의 출장수리 서비스 운영: 콜출동·진단비, 부품교체, 계절별 점검 패키지 판매(에어컨 여름점검 등), 법인 아파트 관리사무소와 정기점검 계약을 체결하여 안정적 매출 확보.",False,922104,,,명확단일,
D0053,소형 스마트팜용 자동 환경제어기·관개 로봇을 개발·제조해 농가에 판매하는 제조업,소규모 스마트팜은 고가 장비 부담으로 자동화 보급이 더딤. 저비용·모듈형 기기가 필요한 시장 기회 존재.,온실·수경재배용 온·습도·CO2 제어기와 관개·수확 보조 로봇을 설계·시제품 제작·안전성 인증 후 농기계 유통망과 직접 납품한다.,False,292100,,,명확단일,
D0073,청소년 대상 파이썬·인공지능 실습형 오프라인 학원,"중고등학생의 AI·코딩 관심은 높지만 실습 시설(PC, 서버)과 과정을 갖춘 지역 오프라인 학원이 드물어 실습 중심 교육 수요가 존재함.","교실형 실습실을 갖춘 학원에서 소규모 실습 위주 파이썬, 머신러닝 프로젝트 반을 운영하고 학원 수강료(월정액·단기캠프)로 수익을 얻음. 방학 특강과 대회 대비반도 운영.",True,809013,,,명확단일,
D0014,프랜차이즈 제과품(빵·케이크·떡) 입점형 소매점,"동네 상권에 신선한 빵·과자류를 공급하는 소매점이 적고, 직장인·가구 대상 아침·간식 수요가 꾸준함.","본인이 직접 제빵을 하지 않고, 제빵 공장·체인 공급망에서 제품을 정기 구매해 매장(3,000㎡ 미만)에서 소매로 판매한다. 매장 내 포장·온음식 판매만 수행하며 제조 시설은 별도로 두지 않음(직접 제조 아님).",True,522061,,,명확단일,
D0041,프리미엄 화장품·식품용 판지 상자(리테일 박스) 생산,중소 화장품·식품 브랜드는 소량의 고급 판지박스(특수코팅·형압·내부 칸막이 포함)를 합리적 가격으로 맞춤 제작하기 어려움.,"판지 원단을 절단·접합·코팅·형압하여 화장품 케이스, 선물용 리테일 박스, 내부 칸막이·삽입물을 포함한 판지 상자(골판지 제외)를 제조해 소규모 브랜드·디자인 스튜디오에 B2B 납품 및 온·오프라인 판매.",False,210201,,,명확단일,
D0019,가죽자켓·가죽소품 전문 리테일(완제품 구입 후 판매),"고품질 가죽 의류와 소품(가죽 재킷, 가죽가방, 장갑)을 찾는 소비자는 전문 매장에서 브랜드와 품질을 직접 비교하고 구매하길 원함.","국내외 가죽 및 모피 의복 완제품(재킷, 코트, 가죽 팬츠)과 가죽 액세서리를 도매로 구매해 매장에서 소매 판매한다(자체 봉제·제작은 하지 않고 기성품 소매).",True,523236,,,명확단일,
D0075,지역 소규모 피아노·바이올린 개인 레슨 학원,아동·청소년을 대상으로 한 1:1 악기 개인 레슨 수요는 지역 커뮤니티에서 꾸준하나 전문 교습 기관이 제한적임.,"개인·소그룹 레슨(피아노, 바이올린)과 연주회·학원 내부 평가 시스템을 운영하여 수강료로 수익을 창출. 악기 대여·수업용 악보 판매 등 부가 서비스 제공.",True,809009,,,명확단일,
D0048,노지에서 절화(국화·카네이션)를 재배해 플로리스트와 도매시장에 공급하는 절화농장,"계절별·행사용 절화의 신선도 중요, 수입에 의존하면 신선도·유통비 문제 발생. 지역 공급망 강화 필요.",노지에서 시기별 꽃 작형을 조절해 국화·카네이션을 재배하고 절화 포장·냉장유통을 통해 플로리스트·도매시장에 공급한다.,False,011002,,,명확단일,
D0065,중소 리셀러 대상 소프트웨어 라이선스 대량 도매 유통,소프트웨어 개발사와 최종 판매처(중소 리셀러) 사이에 라이선스 대량 구매·할인 판매를 전문으로 하는 유통 채널 수요가 있음.,해외·국내 소프트웨어 개발사로부터 정식 라이선스(볼륨 라이선스)를 도매로 매입하여 지역 리셀러·기업에 대량 납품. 인보이스·계약 기반 B2B 판매로 수익 확보.,False,515050,,515050,명확단일,
D0022,전문 공구·전동공구 소매점(전문 목수·소규모 건설업체 대상),소규모 건설업체와 전문 목수들은 고성능 전동공구와 보수 부품을 바로 구매하고 싶은 수요가 많음.,"전동드릴, 임팩트 드라이버, 절단공구, 조절형 렌치 등 비동력·동력 공구 및 소모품(날·배터리)을 도매로 매입해 소매하고, 간단한 수리·배터리 충전 서비스를 병행한다(도구 직접 제조 없이 소매).",True,524001,,,명확단일,
D0015,디자이너 문구·수제 스케치북 전문 소매점,디자이너·일러스트레이터·취미그림 수요자가 독특한 수제 스케치북·고급 펜·수성·유성 마커 등 특화 문구를 찾기 어려움.,"해외·국내 수제 스케치북, 아티스트용 잉크·펜, 고급 수채·유화용 도구 등 문구용품을 도매로 매입해 오프라인 매장과 온라인으로 소매한다(제조가 아닌 소매 판매).",True,523983,,,명확단일,
D0032,"헤어 살롱(펌·염색·커트 전문, 프랜차이즈형 소규모 매장)",퍼스널 컬러·복합 시술 수요 증가로 전문 펌·염색 샵의 단골화가 용이. 시술 단가가 높아 매출성장 가능.,"펌·염색·컷·두피케어 등 서비스 제공, 제품(헤어케어) 소매, 예약제와 VIP 멤버십(정기염색 할인) 운영. 교육·스타일링 클래스로 부가수익 창출.",True,930203,,,명확단일,
D0036,소형 전력변환용 건식 변압기(제어·충전용) 제조,전기차 충전기·태양광 인버터·산업용 제어반에 들어가는 맞춤형 소용량 변압기 납기가 길고 MOQ가 높아 개발·설치 기업의 불편이 큼.,"권선·코어 설계부터 절연·조립·성능시험을 거쳐 제어반용, 충전기용, 계측용의 소형 변압기를 주문제작·소량생산하여 전력전자 제조사 및 공작기계 업체에 납품. 엔지니어링 서비스(맞춤 설계)로 추가 수익 확보.",False,311003,,,명확단일,
D0029,굴삭기·덤프·콘크리트펌프 등 건설장비 수리·정비 서비스(유압·엔진·전기계통),건설현장 장비 고장 시 긴급 복구 필요. 지역 건설사와의 정기정비 계약으로 안정적 매출 확보 가능.,"중장비 엔진·유압·전기계통 점검·수리, 용접·차대수리, 현장 출동 정비 서비스 제공. 정기점검 패키지와 예비부품 공급 계약 체결.",True,922106,,,명확단일,
D0001,"스페셜티 커피 전문점(에스프레소·핸드드립 위주, 매장 좌석 제공)",동네에 품질 높은 원두로 빠르고 전문적으로 커피를 즐기려는 20~40대 고객이 늘고 있으나 입맛에 맞는 스페셜티 카페가 부족함.,로스팅된 스페셜티 원두로 에스프레소·핸드드립·콜드브루 등 음료를 제조하여 매장 좌석과 테이크아웃으로 판매(원두 소량 포장 판매 병행).,True,552303,,,명확단일,
D0030,셀프 및 풀서비스 결합 코인세탁·수거배달 세탁소,맞벌이·1인 가구 증가로 무인세탁과 픽업·배달 세탁을 결합한 서비스 수요가 늘고 있음.,"동전식 셀프 빨래존과 전문 세탁(드라이클리닝 아님) 라인 운영, 앱으로 수거·배달 예약 및 정기 구독(주간·월간) 판매. 세제·섬유유연제 판매로 부가매출 창출.",True,930100,,,명확단일,
D0038,혼합 허브·꽃잎·곡물 기반 건조차(티) 블렌드 제조,"건강·웰니스 트렌드로 소포장 프리미엄 티(율무차, 유자말린 차, 꽃잎 블렌드) 수요는 높지만 지역 농산물을 활용한 가공·브랜딩 업체가 적음.","율무·볶은 곡물, 유자 건조·분말, 꽃잎·허브를 혼합·배합·건조·패키징해 스틱형·티백형 건조차 제품을 제조·브랜딩하여 온라인·샘플링·로컬 마켓으로 판매(음료 완제품(액상)은 제외).",False,154905,,,명확단일,
D0012,소형·저전력 미니 냉장고 전문 소매점(원룸용·캠핑용),원룸 거주자·캠퍼·학생들은 크기가 작고 전력 효율 높은 미니 냉장고를 원하지만 대형 가전 매장에서는 선택지가 적고 배송·설치 비용이 높음.,국내외 소형 냉장고(40~120L) 모델을 도매로 수급해 매장과 온라인 몰에서 소매한다. 제품별 전력효율·소음 데이터를 비교해 전시·판매하고 배송·설치·A/S 패키지를 유료로 제공(직접 제조하지 않고 신품 가전 소매).,True,523390,,,명확단일,
D0034,아크릴 기반 인조대리석 주방·욕실 상판 및 세면대 맞춤 제작,"소형 인테리어·리모델링 수요 증가로 맞춤형 무봉제 상판과 일체형 세면대, 소형 숙박업체·카페의 소량 주문을 받아 빠르게 대응할 수 있는 제조업체가 부족함.","천연광물 분말과 아크릴수지를 배합한 인조대리석 판재를 주조·절단·연마하여 맞춤형 주방 상판, 일체형 세면대, 창작 조형물 등을 제조해 B2B(인테리어 업체)와 B2C(직판·쇼룸)로 판매. 주문 제작, 설치 연계, 잔여조각 재활용으로 수익 창출.",True,269508,,,명확단일,
D0062,지역 특화 채용·구인구직 포털(프리랜서 매칭 기능 포함),"특정 지역(예: 부산) 연고의 구직자·구인업체는 대형 포털의 전국 단위 서비스보다 지역 특화 일자리 정보를 원하며, 프리랜서 단기 채용 수요도 증가 중.","지역 기업과 구직자를 연결하는 웹·모바일 포털 서비스를 제공하고, 프리미엄 공고·배너광고·이력서 열람 유료 상품으로 수익화. 사용자 커뮤니티와 뉴스레터 운영으로 트래픽 확보.",False,642004,,642004,명확단일,
D0011,생수·탄산수 등 비알코올 음료 전문 도매 유통(대형마트·편의점 납품),편의점·마트에 다양한 생수·탄산수 브랜드를 안정적으로 공급하는 물류 유통사가 필요함.,"수입·국내 생수, 탄산수 등 비알코올 음료를 대량 구매해 창고에서 보관·분류 후 소매채널(마트·편의점)에 도매 납품.",False,512260,,,명확단일,
D0023,노트북·데스크탑 및 주변기기 수리점(진단·부품교체·출장수리),홈오피스 확대로 노트북·데스크탑 고장·데이터 손상 발생 증가. 개인과 소규모 기업 대상 신속 진단과 출장수리가 부족하다.,"매장형 수리·진단 워크숍을 열고 SSD/메모리 교체, 데이터 복구, 바이러스 제거, 프린터·모니터 등 주변기기 수리와 기업용 정기 유지보수 계약(월정액)을 판매. 출장 방문 수리와 원격지원 요금제를 병행.",True,725000,,,명확단일,
D0067,초등 교과 연계 수준별 수학 워크북 시리즈 출판,초등 교과 과정은 학년별로 표준화되어 있으나 수준별(기초·중간·심화) 연습문제와 교사용 해설지를 함께 제공하는 출판물이 부족해 학부모와 학교의 보충학습 수요가 높음.,"학년별·단원별 수준 구분 워크북(인쇄본)과 교사용 해설서, PDF 다운로드 및 정기 구독형 문제은행을 기획·편집·인쇄·출판하여 온라인 직판과 학교·인쇄물 유통망을 통해 판매. 교사용 판촉 패키지 및 학교 대량구매 계약으로 수익화.",False,221103,,,명확단일,
D0054,지역산 배추·무·당근을 대량으로 매입해 대형마트·식자재유통사에 공급하는 채소 도매업,소규모 생산자는 유통망 접근성이 낮아 도매상이 안정적 수요처를 제공하면 생산자가 유리. 대형 유통사는 안정적 대량공급을 원함.,지역 농가에서 대량으로 채소를 매입·선별·저장(저온)한 뒤 포장·트럭배송으로 대형마트·식자재 유통사에 도매 공급한다.,False,512212,,,명확단일,
D0040,전기자전거·스쿠터용 튜브 및 소형 재생 타이어 제조,전동 모빌리티 확산으로 소형 전기자전거·킥보드에 맞는 내구성 높은 튜브·특수 사이즈 타이어의 안정적 공급과 재생타이어 수요가 증가하고 있음.,"고무 컴파운드 배합, 성형·가황 공정으로 전기자전거·스쿠터용 튜브 및 소형 타이어를 제조하고 유통사·모빌리티 공유업체에 도매 공급. 재생고무 사용 라인으로 원가 경쟁력 확보.",False,251102,,,명확단일,
D0051,토끼 번식·사육장을 운영해 육용·페ット용 토끼를 공급하는 토끼 사육업,"지역 내 육용·애완용 토끼 공급처가 적고 전문 번식시설 요구 증가, HACCP·위생 관리로 안전한 거래 가능.",실내 케이지로 번식·육성하며 사양관리와 건강검진을 통해 생토끼 및 분양(페ット)·도축용 공급계약을 체결한다.,False,012103,,,명확단일,
D0061,블록체인 기반 디지털 아트(캐릭터) NFT 마켓플레이스 운영 플랫폼,"디지털 아티스트는 저작권 관리 및 2차 거래 수익 배분을 자동화할 마켓이 필요하고, 구매자는 안전한 거래·에스크로 기능을 원함.","사용자가 디지털 아트를 NFT로 발행(민팅)하고 매매할 수 있는 웹·스마트컨트랙트 기반 플랫폼을 개발·운영. 거래 수수료(매매 시 %) 및 민팅 수수료로 수익 창출. 지갑 연동, 보관 서비스 제공.",False,724002,,724002,명확단일,
D0009,카페·식당 대상 원두·차류 도매 유통(소상공인 납품 전담),지역 카페들이 품질 좋은 원두와 차를 안정적으로 정기 공급받을 유통 파트너를 찾고 있음.,"스페셜티 원두, 티백·잎차 등 차류를 대량 구매해 창고 기반으로 패키지·소분 후 카페·급식업체에 정기 납품하는 B2B 도매 유통.",False,512273,,,명확단일,
D0076,영유아 발달 놀이법 1인 유튜브 채널 운영,"맞벌이 가정과 젊은 부모층에서 집에서 할 수 있는 발달 놀이법과 짧은 교육 콘텐츠 수요가 높고, 신뢰도 있는 육아 콘텐츠 크리에이터에 대한 수요가 있음.","교육적 놀이 영상(10–15분), 월간 유료 멤버십(추가 PDF·활동지 제공), 협찬·광고·브랜드 제휴를 통한 수익화. 개인 채널로 콘텐츠를 직접 기획·촬영·편집하여 업로드.",False,940306,,,명확단일,
D0060,중견기업 대상 클라우드 ERP 구성 및 커스터마이징 소프트웨어 개발,"중견기업들은 표준 ERP로는 부족한 제조·재고 관리 프로세스가 있어, 클라우드 기반 ERP의 모듈 커스터마이징과 통합 서비스를 찾음.","자체 개발한 ERP 응용 소프트웨어(생산·재고·회계 모듈)를 클라우드로 공급하고, 고객별 커스터마이징과 연동 컨설팅을 유상으로 제공. 초기 라이선스+구축비+연간 유지보수 과금 모델.",False,722000,,722000,명확단일,
D0046,노지에서 마늘(중만생종)을 재배해 지역마트·온라인으로 직거래하는 마늘농장,"마늘 가격 변동과 병해충으로 인한 수확 변동성, 지역 소비자는 믿을 수 있는 국산 마늘을 선호함.",노지 밭에서 작부체계와 종구 관리로 마늘을 재배·건조·선별해 지역마트와 온라인 사전예약·직거래로 판매한다.,False,011001,,,명확단일,
D0025,가죽가방·신발 수선·리폼 전문점(지퍼교체·가죽염색·굽교체),고가 가죽 가방·수제화 보유자가 재수선·리폼으로 제품 수명 연장을 원함. 적정 가격대의 정밀 수선 수요가 꾸준함.,"오프라인 수선점에서 가죽염색, 지퍼·스트랩 교체, 굽·창 수선, 방수·보호코팅 서비스를 제공. 고급 가방 복원 및 브랜드 수선 위탁 서비스로 수익 다각화.",True,922108,,,명확단일,
D0035,의류용·산업용 부직포(필터·위생품) 소량 맞춤 생산,소규모 공방·중소 의료·미용업체는 특정 규격의 필터·패드·위생용 부직포를 소량으로 안정적으로 공급받기 어려움.,"멜트블로운·스팬본드 등 부직포 원단을 구매·가공해 마스크 보강층, 공기필터용 패드, 화장품용 탈지·팩 시트, 산업용 여과용 패널 등 고객 맞춤 규격의 부직포 및 펠트 제품을 제조해 OEM·도매·온라인 직판으로 판매.",False,172903,,,명확단일,
D0043,스테인리스 와이어 선반·바구니·케이블 타이 등 금속선 가공제품 제작,소매·식품·공장용으로 규격화된 와이어 선반과 바구니를 소량·맞춤 규격으로 제작해주는 공급처가 적음.,"구입한 철선·스테인리스선 절단·성형·용접·표면처리 과정을 통해 와이어 선반, 주방·창고용 바구니, 케이블 타이·홀더 등 금속선 기반 조립제품을 제조하여 유통업체·온라인 샵에 공급.",False,289901,,,명확단일,
D0070,웹툰 연재작 모음 단행본·작품집 출판,"웹툰 플랫폼에서 인기 있는 연재작을 오프라인 단행본으로도 소장하려는 독자 수요가 있으며, 일부 작가는 단행본 출간 채널이 필요함.",웹툰 원고를 편집·재구성해 단행본(종이책)과 전자책으로 제작·출판하고 굿즈와 번들 패키지로 판매. 온·오프라인 서점 및 웹툰 플랫폼과의 제휴 판매를 통해 수익화.,False,221104,,,명확단일,
D0152,스페셜티 커피 전문 카페(매장 운영) + 자체 로스팅·포장한 원두 제조·도매,"로컬 소비자들 사이에서 싱글 오리진·스페셜티 원두 수요는 증가하지만, 인근 지역에는 소량으로 신선하게 로스팅해 소매·도매로 공급하는 곳이 적음. 카페 한 공간에서 체험(테이스팅)과 즉석 음료 매출을 만들면서, 자체 브랜드 원두 패키지와 B2B 납품으로 수익을 다각화하면 안정적 마진 확보가 가능함.","도심 상권의 40석 규모 매장에서 에스프레소·필터커피(싱글 오리진), 메뉴(라떼·콜드브루·계절 스페셜)를 제공(매장 판매, 테이크아웃). 매장 내 소형(15~30kg) 드럼 로스터 설치로 생두를 소량 로스팅해 200g/1kg 포장 판매 및 온라인 정기구독(주간/월간)을 운영. 또한 품질이 검증된 로스트럭을 통해 주변 소형 카페·레스토랑에 5~20kg 단위로 도매 공급. 매장 매출은 음료·푸드(간단 베이커리 포함), 제조 매출은 포장원두 판매(온라인·매장)와 도매 납품으로 구분되어 각기 별도 회계처리가 가능함.",True,552303,,154901,복합,
D0160,도심형 수직 수경재배로 키운 마이크로그린·샐러드 직영 카페 운영,"도심 내 신선 채소(마이크로그린, 베이비리프)에 대한 수요는 늘었지만, 유통 과정에서 신선도와 공급 안정성이 떨어지고, 레스토랑·카페로의 소량·정기 납품이 어렵다. 또한 소비자들은 신선한 샐러드를 빠르게 먹을 수 있는 장소를 원함.","도심 창고형 시설에서 LED 수경 수직재배 시스템으로 마이크로그린, 베이비리프, 허브(바질, 민트)를 연중 생산(주간·소량 다품종, 자동화 관비·환경제어). 생산물은 (1) B2B 정기 납품: 근처 레스토랑·샐러드 전문점에 포장 납품(주단위 정기계약) 및 신선도 보장(냉장 배송), (2) 직영 오프라인 카페: 같은 건물 1층에 샐러드·샌드위치·스무디를 판매하는 소형 서양식 카페 운영으로 즉석 소비 유도. 추가로 소량 소포장 온라인 직판(구독 박스)을 병행해 매출 다각화.",True,011008,,552104,복합,
D0156,코인세탁(셀프+위탁 수거)과 의류·린넨 맞춤수선(재봉·지퍼·단추교체)을 함께 제공하는 원스톱 세탁·수선 라운드,아파트 단지·원룸 밀집 지역에 세탁소는 있지만 수선(지퍼·단추·기장수선 등) 서비스가 별도로 없어 고객이 세탁물 맡길 때 수선까지 한번에 처리하길 원함. 바쁜 1~2인 가구와 공유숙박업체(게스트하우스)에서 수거·배달과 소량 맞춤 수선 수요가 꾸준히 발생함.,"오프라인 매장에 셀프 코인세탁기·건조기 및 전문 위탁 세탁 라인(프리미엄 코스)을 설치하고, 동일 공간에 숙련 재봉사가 상주하는 수선 창구를 둠. 고객은 세탁물 맡길 때 기장 수선, 지퍼 교체, 단추 다시달기, 구멍 메우기 등 소수선 옵션을 추가 가능. 앱/문자 기반 픽업·배달(정기 수거 구독)과 빠른 익일 EXPRESS 수선 요금제를 운영해 추가 수익을 창출. 수선용 부자재(지퍼, 단추, 수선키트) 소매 판매도 병행.",True,930100,,922105,복합,
D0162,지역 소상공인 대상 예약·리뷰·SNS연동 로컬커머스 플랫폼(앱) + 상점용 SaaS 유료구독,"동네 카페·맛집·미용실 등 소상공인은 자체 예약·재고·프로모션 관리 시스템이 없어 SNS DM·전화로 예약·주문을 처리하고, 소비자는 가게 정보·신뢰도·즉시 구매 수단이 분산되어 있어 반복 방문·즉시 구매 전환율이 낮음. 소상공인의 디지털화 수요는 높으나 전담 인력이 부족하고, 광고비는 부담스러움.","모바일·웹 앱을 통해 소비자에게 지역 가게 검색·리뷰·실시간 예약·테이크아웃·간편결제·SNS 공유 기능을 제공하고, 가게별 프로모션·쿠폰을 노출해 즉시 구매 전환을 유도한다(수익: 거래 수수료·유료 프로모션 광고). 동시에 가맹 소상공인 대상 클라우드 기반 SaaS를 월구독으로 제공하여 예약·테이블관리·재고·간편정산·SNS 연동(인스타그램 샵/페이스북 등) 기능을 제공하고 온·오프 프로모션을 관리할 수 있게 한다(수익: 구독료, 온보딩·교육 수수료). 오프라인 매장은 운영하지 않음(플랫폼/서비스만 제공).",False,722000,,525103,복합,
D0161,스마트 관망형 딸기 농장 + 팜스탑(직판장) 및 체험·수확 행사,"딸기 농산물은 신선도가 중요한데, 소규모 농가는 유통망에서 가격변동과 판로 확보에 어려움을 겪음. 도시 소비자들은 농장 체험·직거래를 통한 신뢰성 있는 농산물 구매를 선호함.","스마트 센서(토양·환경·관수 자동화)와 저온저장 시스템을 도입한 야외·시설 복합 딸기 재배(품종: 설향·매향). 수익 모델은 (1) 농산물 생산 및 도매·소매: 계절 중 도매 납품과 자체 팜스탑에서 신선 딸기·선물세트·간단 가공품(냉동딸기 소포장) 직접 판매, (2) 체험 프로그램·유료 수확 체험(유치원·가족 대상 예약형)으로 입장료·체험비 수익 창출. 온라인 예약과 택배 배송 병행.",True,011004,,522040,복합,
D0164,초등 대상 블록 코딩·로봇 공작 스튜디오(오프라인 학원 + 교재·키트 출판·판매),"초등학생 대상의 실습 중심 STEM 교육 수요는 증가하지만, 학교와 기존 학원은 이론 중심이거나 일회성 체험에 그침. 부모들은 연속된 커리큘럼과 집에서复습할 수 있는 교재·키트를 원함. 지역 기반의 체험형 학원과 자체 학습물로 복수의 수익원을 만들기 용이함.","서울 인근 상가(약 60㎡)에 주 2회 90분 블록 코딩·로봇 공작 오프라인 학원을 운영(방과후반, 주말 워크숍, 방학 캠프). 자체 커리큘럼에 맞춘 교재(워크북, 활동지)와 조립형 로봇 키트(보드, 모터, 센서, 설명서)를 직접 기획·제작·판매. 학원 수업료(월수강료, 캠프 참가비)로 안정적 수익을 확보하고, 온라인몰 및 학부모 대상 단체구매로 교재·키트 도매·소매 판매를 병행. 또한 타 학원·학교에 커리큘럼과 교재를 라이선스 제공하여 B2B 매출도 창출.",True,809013,,221103,복합,
D0158,소형·중형 실내용·외용 섬유보강 콘크리트 화분·벤치·가구 제조 및 맞춤 친환경 판지 포장박스 소량 주문생산 판매,"도심 소규모 조경업체와 인테리어 샵은 무거운 콘크리트 화분·가구를 소량 맞춤 주문으로 원하지만, 대량생산품은 디자인과 내구성이 떨어지고 운송 중 파손 방지를 위한 맞춤 포장 수요가 많다. 또한 지역 공방·소형 제조업체들은 지속가능한 소량 맞춤 포장재를 확보하기 어렵다.","작업장(소규모 몰드·진공진공성형·진동·양생 라인)을 갖추고 섬유(유리섬유·섬유보강제) 혼합 콘크리트로 디자인 화분, 실내외 벤치, 테라스용 가구 등 주문제작 제품을 제조·직판(온라인·B2B 도매 포함)한다. 동시에 자체 소형 골판지 재단·접착·인쇄 설비를 들여 제품별 맞춤 완충 인서트가 포함된 친환경 판지 상자(포장박스)를 소량 주문생산하여 자사 제품 포장에 사용하고, 외부 공방·가구업체·전시업체 등에 B2B로 판매하여 별도 수익을 창출한다.",True,269506,,210201,복합,
