id,seed,problem,solution,is_offline_store,expected_primary,expected_alt,expected_secondary,category,note
D0063,핸드메이드 공예품 C2C 전자상거래 플랫폼(판매자 수수료 기반),"개별 공예작가는 자체 쇼핑몰 구축 비용 부담이 크고, 온라인 노출이 어려워 중앙화된 마켓플레이스에서 저비용으로 판매하고 싶어함.",셀러(작가) 계정을 받아 상품 페이지를 제공하고 결제·배송 연동을 통해 일반 소비자 대상의 온라인 소매 거래를 중개. 판매가의 일정 비율을 수수료로 취득하며 프리미엄 노출 유료 옵션 제공.,False,525103,,525103,명확단일,SNS/플랫폼을 통한 일반 소비자 대상 전자상거래 중개
D0065,중소 리셀러 대상 소프트웨어 라이선스 대량 도매 유통,소프트웨어 개발사와 최종 판매처(중소 리셀러) 사이에 라이선스 대량 구매·할인 판매를 전문으로 하는 유통 채널 수요가 있음.,해외·국내 소프트웨어 개발사로부터 정식 라이선스(볼륨 라이선스)를 도매로 매입하여 지역 리셀러·기업에 대량 납품. 인보이스·계약 기반 B2B 판매로 수익 확보.,False,515050,,515050,명확단일,소프트웨어 및 관련 장비를 도매로 유통하는 활동
D0022,전문 공구·전동공구 소매점(전문 목수·소규모 건설업체 대상),소규모 건설업체와 전문 목수들은 고성능 전동공구와 보수 부품을 바로 구매하고 싶은 수요가 많음.,"전동드릴, 임팩트 드라이버, 절단공구, 조절형 렌치 등 비동력·동력 공구 및 소모품(날·배터리)을 도매로 매입해 소매하고, 간단한 수리·배터리 충전 서비스를 병행한다(도구 직접 제조 없이 소매).",True,524001,,,명확단일,수공구 및 동력공구(전동공구) 전문 소매
D0038,혼합 허브·꽃잎·곡물 기반 건조차(티) 블렌드 제조,"건강·웰니스 트렌드로 소포장 프리미엄 티(율무차, 유자말린 차, 꽃잎 블렌드) 수요는 높지만 지역 농산물을 활용한 가공·브랜딩 업체가 적음.","율무·볶은 곡물, 유자 건조·분말, 꽃잎·허브를 혼합·배합·건조·패키징해 스틱형·티백형 건조차 제품을 제조·브랜딩하여 온라인·샘플링·로컬 마켓으로 판매(음료 완제품(액상)은 제외).",False,154905,,,명확단일,차류 가공업: 곡물·유자·꽃잎 등으로 건조·혼합한 차(음료로 가공된 제품 제외) 제조
D0060,중견기업 대상 클라우드 ERP 구성 및 커스터마이징 소프트웨어 개발,"중견기업들은 표준 ERP로는 부족한 제조·재고 관리 프로세스가 있어, 클라우드 기반 ERP의 모듈 커스터마이징과 통합 서비스를 찾음.","자체 개발한 ERP 응용 소프트웨어(생산·재고·회계 모듈)를 클라우드로 공급하고, 고객별 커스터마이징과 연동 컨설팅을 유상으로 제공. 초기 라이선스+구축비+연간 유지보수 과금 모델.",False,722000,,722000,명확단일,기업용 업무처리 응용 소프트웨어 개발·공급 및 커스터마이징
D0036,소형 전력변환용 건식 변압기(제어·충전용) 제조,전기차 충전기·태양광 인버터·산업용 제어반에 들어가는 맞춤형 소용량 변압기 납기가 길고 MOQ가 높아 개발·설치 기업의 불편이 큼.,"권선·코어 설계부터 절연·조립·성능시험을 거쳐 제어반용, 충전기용, 계측용의 소형 변압기를 주문제작·소량생산하여 전력전자 제조사 및 공작기계 업체에 납품. 엔지니어링 서비스(맞춤 설계)로 추가 수익 확보.",False,311003,,,명확단일,변압기 제조업에 해당: 권선·코어 조립 등으로 교류 전압 변환 장치 제조
D0019,가죽자켓·가죽소품 전문 리테일(완제품 구입 후 판매),"고품질 가죽 의류와 소품(가죽 재킷, 가죽가방, 장갑)을 찾는 소비자는 전문 매장에서 브랜드와 품질을 직접 비교하고 구매하길 원함.","국내외 가죽 및 모피 의복 완제품(재킷, 코트, 가죽 팬츠)과 가죽 액세서리를 도매로 구매해 매장에서 소매 판매한다(자체 봉제·제작은 하지 않고 기성품 소매).",True,523236,,,명확단일,가죽·모피 의복 및 관련 완제품 소매
D0026,시계·귀금속·악기 수리·리페어 숍(시계오버홀·반지사이즈·바이올린 셋업),고급 시계·악기·귀금속은 전문 수리가 필요하며 지역 내 전문점 부족. 정기 점검과 커스터마이징 수요 존재.,"시계 오버홀, 배터리·밴드 교체, 귀금속 리사이징·용접·세척, 현악기 셋업 및 튜닝 서비스를 매장형으로 제공. 고가 수리·감정 서비스로 추가 수익.",True,922109,,,명확단일,"시계, 귀금속 및 악기 수리업"
D0041,프리미엄 화장품·식품용 판지 상자(리테일 박스) 생산,중소 화장품·식품 브랜드는 소량의 고급 판지박스(특수코팅·형압·내부 칸막이 포함)를 합리적 가격으로 맞춤 제작하기 어려움.,"판지 원단을 절단·접합·코팅·형압하여 화장품 케이스, 선물용 리테일 박스, 내부 칸막이·삽입물을 포함한 판지 상자(골판지 제외)를 제조해 소규모 브랜드·디자인 스튜디오에 B2B 납품 및 온·오프라인 판매.",False,210201,,,명확단일,판지 상자 및 용기 제조업: 판지로 포장용·디스플레이용 박스 및 칸막이 제조
D0025,가죽가방·신발 수선·리폼 전문점(지퍼교체·가죽염색·굽교체),고가 가죽 가방·수제화 보유자가 재수선·리폼으로 제품 수명 연장을 원함. 적정 가격대의 정밀 수선 수요가 꾸준함.,"오프라인 수선점에서 가죽염색, 지퍼·스트랩 교체, 굽·창 수선, 방수·보호코팅 서비스를 제공. 고급 가방 복원 및 브랜드 수선 위탁 서비스로 수익 다각화.",True,922108,,,명확단일,"가죽, 가방 및 신발 수리업"
D0017,OTC 의약품·가정용 의료용품 전문 편의 약국(처방전 취급 제외 사업모델),"동네에서 상비약·체온계·상처용 의료용품을 쉽게 구매하려는 소비자가 많고, 편의점형으로 접근성 높은 매장이 필요함.","의약외품·일반의약품(OTC)과 가정용 의료용품(체온계, 혈압계, 소독제 등)을 도매로 매입해 소매한다. 전문 의약품 처방 조제는 하지 않고, 상비약 소매에 집중한다(제조 아님).",True,523114,,,명확단일,의약품 및 의료용품 소매(OTC·의약외품 중심)
D0077,학교·에듀테크 기업 대상 교육용 애니메이션·숏폼 영상 제작 스튜디오,"학교와 교육기업은 수업용·마케팅용 맞춤형 교육 영상(애니메이션, 인터랙티브 숏폼)을 외주로 제작하길 원하나 전문 제작사가 제한적임.","교수설계팀과 애니메이션 제작팀을 갖추고, 교육과정에 맞춘 2–5분 학습용 애니메이션 및 숏폼 콘텐츠를 주문형으로 제작해 제작비·라이선스 수익을 얻음. 완성물은 고객에게 납품 및 별도 LMS 연동 서비스 제공.",False,921505,,,명확단일,미디어 콘텐츠(교육용 영상) 창작 및 제작 서비스
D0034,아크릴 기반 인조대리석 주방·욕실 상판 및 세면대 맞춤 제작,"소형 인테리어·리모델링 수요 증가로 맞춤형 무봉제 상판과 일체형 세면대, 소형 숙박업체·카페의 소량 주문을 받아 빠르게 대응할 수 있는 제조업체가 부족함.","천연광물 분말과 아크릴수지를 배합한 인조대리석 판재를 주조·절단·연마하여 맞춤형 주방 상판, 일체형 세면대, 창작 조형물 등을 제조해 B2B(인테리어 업체)와 B2C(직판·쇼룸)로 판매. 주문 제작, 설치 연계, 잔여조각 재활용으로 수익 창출.",True,269508,,,명확단일,인조대리석 제품 제조에 해당: 아크릴수지와 광물질 배합·성형·가공으로 상판·세면대 제조
D0037,LED 모듈·조명용 고출력 패키지(전광원) 제조,국내 소규모 조명 디자이너·수경재배 스타트업·스튜디오용으로 소량의 맞춤 LED 모듈(스펙·색온도 지정)이 필요하지만 공급처가 제한적임.,"반도체 소자 또는 LED 칩을 구입해 패키징, 기판 실장, 방열 설계, 테스트를 거쳐 고출력 LED 모듈·식물성장용 LED 램프·아트조명 모듈을 제조해 B2B·온라인 직판 및 OEM 공급.",False,321004,,,명확단일,발광다이오드(LED) 제조업에 해당: 반도체 소자를 이용한 LED 소자/모듈 제조
D0014,프랜차이즈 제과품(빵·케이크·떡) 입점형 소매점,"동네 상권에 신선한 빵·과자류를 공급하는 소매점이 적고, 직장인·가구 대상 아침·간식 수요가 꾸준함.","본인이 직접 제빵을 하지 않고, 제빵 공장·체인 공급망에서 제품을 정기 구매해 매장(3,000㎡ 미만)에서 소매로 판매한다. 매장 내 포장·온음식 판매만 수행하며 제조 시설은 별도로 두지 않음(직접 제조 아님).",True,522061,,,명확단일,제과류(빵·과자·떡류 등)를 공급받아 소매
D0057,프리랜서·1인 창업자용 클라우드 기반 간편 세금·청구서 SaaS,"프리랜서·소규모 사업자는 복잡한 회계 소프트웨어에 부담을 느끼고, 간단한 청구서 발행·수익/지출 관리·세금 신고 보조 기능을 저비용으로 원하는 수요가 큼.","웹 기반 응용 소프트웨어(구독형 SaaS)로 청구서 템플릿, 은행 연동 자동 분개, 간이세금 리포트 기능을 개발·운영하여 월 구독료 및 고급 기능 유료 업그레이드로 수익 창출.",False,722000,,722000,명확단일,특정 업무(청구·회계)를 자동화하는 응용 소프트웨어 개발·공급
D0016,국산·수입 경차용 엔진 및 전용 신품 부품 전문 소매점,동네 정비소와 개인 경차 오너들은 OEM 규격의 엔진 부품·타이밍 벨트·연료분사부품을 신속히 구하기 어려움.,"자동차 제조사 인증 신품 엔진 부품(엔진헤드 가스켓, 피스톤, 캠샤프트 등)과 동력전달 관련 신품 부품을 공식 도매처에서 수급해 매장 및 온라인으로 소매한다(신품 부품 전문 소매).",True,503009,,,명확단일,자동차용 엔진·동력 전달 등 전용 신품 부품 소매
D0027,가구·정원용 장비 수리 및 복원 공방(목재가구 수선·예초기·전동공구 점검),"맞춤 가구 수선과 오래된 가구 복원 수요가 있으며, 정원용 전동공구(예초기·전정기) 수리도 필요함.","목재가구 접합·도장·재가공, 소파·리클라이너 간단 수리, 정원용 장비(톱, 예초기) 점검·날갈이·정비 서비스를 제공. 수거·배달·현장 방문 수선 옵션 병행.",True,922101,,,명확단일,그 외 기타 개인 및 가정용품 수리업(가구·정원용 장비 등)
D0062,지역 특화 채용·구인구직 포털(프리랜서 매칭 기능 포함),"특정 지역(예: 부산) 연고의 구직자·구인업체는 대형 포털의 전국 단위 서비스보다 지역 특화 일자리 정보를 원하며, 프리랜서 단기 채용 수요도 증가 중.","지역 기업과 구직자를 연결하는 웹·모바일 포털 서비스를 제공하고, 프리미엄 공고·배너광고·이력서 열람 유료 상품으로 수익화. 사용자 커뮤니티와 뉴스레터 운영으로 트래픽 확보.",False,642004,,642004,명확단일,인터넷 포털 형태의 정보 매개 및 커뮤니티 서비스
D0042,맞춤형 하이브리드 매트리스(포켓스프링+고밀도 폼) 생산,온라인 매트리스 브랜드의 성장으로 맞춤형 사이즈·경도 조절이 가능한 소규모 매트리스 제조업체에 대한 B2B 공급 수요가 늘고 있음.,"스프링 조립, 폼 커팅·적층, 봉제 커버 제작, 최종 조립을 통해 포켓스프링 결합형 매트리스 및 침대를 제조해 온라인 브랜드·호텔·리테일에 납품. 시연용 쇼룸 운영 및 설치·회수 서비스 제공.",True,361005,,,명확단일,매트리스 및 침대 제조업: 스프링·충전물 결합 매트리스와 침대를 제조
D0004,가정식 백반 전문점(점심 정찬형 반찬 여러종 제공),직장 밀집지역에 오랜 시간 앉아 식사할 수 있는 정갈한 한식 백반집이 부족함. 점심 고정고객 확보 가능.,국·반찬이 포함된 백반류 중심의 한식 식단을 직접 조리해 매장에서 제공하고 포장 판매 병행.,True,552101,,,명확단일,한식 일반 음식을 제공하는 음식점업에 해당.
D0020,프리미엄 도자기·주방칼·글라스웨어 전문 소매점(레스토랑·홈셰프 대상),전문 주방도구와 도자기·유리 제품은 품질과 디자인 차이가 커서 요식업체·홈셰프가 직접 보고 구매하길 원함.,"일본·유럽 수입 도자기, 전문 셰프용 주방칼, 내열 유리제품 등을 도매로 수입·구입하여 오프라인 전시·소매 및 기업 납품 소량 공급을 한다(제조 아님).",True,523422,,,명확단일,주방용품·가정용 유리·요업제품 전문 소매
D0048,노지에서 절화(국화·카네이션)를 재배해 플로리스트와 도매시장에 공급하는 절화농장,"계절별·행사용 절화의 신선도 중요, 수입에 의존하면 신선도·유통비 문제 발생. 지역 공급망 강화 필요.",노지에서 시기별 꽃 작형을 조절해 국화·카네이션을 재배하고 절화 포장·냉장유통을 통해 플로리스트·도매시장에 공급한다.,False,011002,,,명확단일,노지 화훼작물 재배 활동—화초·절화·관상수 등 재배업.
D0061,블록체인 기반 디지털 아트(캐릭터) NFT 마켓플레이스 운영 플랫폼,"디지털 아티스트는 저작권 관리 및 2차 거래 수익 배분을 자동화할 마켓이 필요하고, 구매자는 안전한 거래·에스크로 기능을 원함.","사용자가 디지털 아트를 NFT로 발행(민팅)하고 매매할 수 있는 웹·스마트컨트랙트 기반 플랫폼을 개발·운영. 거래 수수료(매매 시 %) 및 민팅 수수료로 수익 창출. 지갑 연동, 보관 서비스 제공.",False,724002,,724002,명확단일,가상자산(디지털자산) 매매 및 중개 플랫폼 운영
D0035,의류용·산업용 부직포(필터·위생품) 소량 맞춤 생산,소규모 공방·중소 의료·미용업체는 특정 규격의 필터·패드·위생용 부직포를 소량으로 안정적으로 공급받기 어려움.,"멜트블로운·스팬본드 등 부직포 원단을 구매·가공해 마스크 보강층, 공기필터용 패드, 화장품용 탈지·팩 시트, 산업용 여과용 패널 등 고객 맞춤 규격의 부직포 및 펠트 제품을 제조해 OEM·도매·온라인 직판으로 판매.",False,172903,,,명확단일,부직포 및 펠트 제조에 해당: 섬유에 접착·침투·코팅 등으로 부직포 생산·가공
D0074,외국인 대상 한국어 회화·TOPIK 대비 학원,"유학·취업·비자 사유로 한국어 실력 향상을 원하는 외국인 학습자가 꾸준히 있으며, 맞춤형 회화·시험 대비반 수요가 높음.","오프라인 강의(소그룹 회화)와 시험 대비(모의고사, 첨삭) 과정을 운영하고, 장기과정·단기집중과정을 수강료 기반으로 판매. 온라인 보충 수업도 병행하나 학원 중심 서비스.",True,809017,,,명확단일,외국어(한국어 포함) 교육을 제공하는 학원
D0067,초등 교과 연계 수준별 수학 워크북 시리즈 출판,초등 교과 과정은 학년별로 표준화되어 있으나 수준별(기초·중간·심화) 연습문제와 교사용 해설지를 함께 제공하는 출판물이 부족해 학부모와 학교의 보충학습 수요가 높음.,"학년별·단원별 수준 구분 워크북(인쇄본)과 교사용 해설서, PDF 다운로드 및 정기 구독형 문제은행을 기획·편집·인쇄·출판하여 온라인 직판과 학교·인쇄물 유통망을 통해 판매. 교사용 판촉 패키지 및 학교 대량구매 계약으로 수익화.",False,221103,,,명확단일,교과 관련 학습지·참고서 등 출판에 해당
D0156,코인세탁(셀프+위탁 수거)과 의류·린넨 맞춤수선(재봉·지퍼·단추교체)을 함께 제공하는 원스톱 세탁·수선 라운드,아파트 단지·원룸 밀집 지역에 세탁소는 있지만 수선(지퍼·단추·기장수선 등) 서비스가 별도로 없어 고객이 세탁물 맡길 때 수선까지 한번에 처리하길 원함. 바쁜 1~2인 가구와 공유숙박업체(게스트하우스)에서 수거·배달과 소량 맞춤 수선 수요가 꾸준히 발생함.,"오프라인 매장에 셀프 코인세탁기·건조기 및 전문 위탁 세탁 라인(프리미엄 코스)을 설치하고, 동일 공간에 숙련 재봉사가 상주하는 수선 창구를 둠. 고객은 세탁물 맡길 때 기장 수선, 지퍼 교체, 단추 다시달기, 구멍 메우기 등 소수선 옵션을 추가 가능. 앱/문자 기반 픽업·배달(정기 수거 구독)과 빠른 익일 EXPRESS 수선 요금제를 운영해 추가 수익을 창출. 수선용 부자재(지퍼, 단추, 수선키트) 소매 판매도 병행.",True,930100,,922105,복합,"주수익은 가정용 세탁업(코인·위탁 세탁 및 배달)으로 분류하고(930100), 부수익·독립 서비스로 의류 및 직물 수선(재봉, 지퍼·단추 교체 등)을 922105로 분류함. 각 활동은 별도 가격표·영수증으로 독립 수익 관리 가능."
D0163,모바일 RPG 게임 개발(부분유료화·유저거래) + 게임 아이템 NFT 마켓 및 오프라인 굿즈 팝업 스토어,"모바일 게임 시장에서는 부분유료화(IAP)만으로는 지속적 매출 확보가 어렵고, 유저 간 희귀 아이템 거래·소유권 증명이 가능한 시장 수요가 증가함. 또한 게임 IP 기반 오프라인 굿즈에 대한 팬 수요가 높아 추가 수익 가능성이 존재함.","모바일 게임(부분유료화 기반 RPG)을 개발하여 기본 수익은 유료 아이템·월구독 배틀패스·광고에서 창출한다. 희귀 스킨·무기 등 일부 아이템은 블록체인 기반으로 발행(토큰화)하여 유저 간 P2P 거래가 가능한 마켓플레이스를 운영하고, 마켓에서는 유저 간 거래 수수료·상장수수료를 받는다. 게임 출시 후 시즌별 한정판 굿즈(피규어·티셔츠·스티커 등)를 제작해 팝업 오프라인 스토어에서 판매하고, 매장 구매 시 게임 계정과 연동해 보상(디지털 아이템)을 제공한다(수익: IAP·구독·거래수수료·오프라인 굿즈 매출).",True,722002,,724002,복합,Primary: 모바일 게임 소프트웨어 개발 및 공급업(모바일 게임 개발·운영). Secondary: 가상자산 매매 및 중개업(블록체인 기반 게임 아이템·가상자산의 매매·중개 서비스 운영).
D0152,스페셜티 커피 전문 카페(매장 운영) + 자체 로스팅·포장한 원두 제조·도매,"로컬 소비자들 사이에서 싱글 오리진·스페셜티 원두 수요는 증가하지만, 인근 지역에는 소량으로 신선하게 로스팅해 소매·도매로 공급하는 곳이 적음. 카페 한 공간에서 체험(테이스팅)과 즉석 음료 매출을 만들면서, 자체 브랜드 원두 패키지와 B2B 납품으로 수익을 다각화하면 안정적 마진 확보가 가능함.","도심 상권의 40석 규모 매장에서 에스프레소·필터커피(싱글 오리진), 메뉴(라떼·콜드브루·계절 스페셜)를 제공(매장 판매, 테이크아웃). 매장 내 소형(15~30kg) 드럼 로스터 설치로 생두를 소량 로스팅해 200g/1kg 포장 판매 및 온라인 정기구독(주간/월간)을 운영. 또한 품질이 검증된 로스트럭을 통해 주변 소형 카페·레스토랑에 5~20kg 단위로 도매 공급. 매장 매출은 음료·푸드(간단 베이커리 포함), 제조 매출은 포장원두 판매(온라인·매장)와 도매 납품으로 구분되어 각기 별도 회계처리가 가능함.",True,552303,,154901,복합,주요 매장 영업(손님에게 직접 제공하는 커피 음료·접객시설)이 552303(커피 전문점)에 해당. 매장에서 원두를 로스팅·포장하여 제조·판매 및 외부에 도매 공급하는 활동은 154901(커피 가공업)에 해당.
D0164,초등 대상 블록 코딩·로봇 공작 스튜디오(오프라인 학원 + 교재·키트 출판·판매),"초등학생 대상의 실습 중심 STEM 교육 수요는 증가하지만, 학교와 기존 학원은 이론 중심이거나 일회성 체험에 그침. 부모들은 연속된 커리큘럼과 집에서复습할 수 있는 교재·키트를 원함. 지역 기반의 체험형 학원과 자체 학습물로 복수의 수익원을 만들기 용이함.","서울 인근 상가(약 60㎡)에 주 2회 90분 블록 코딩·로봇 공작 오프라인 학원을 운영(방과후반, 주말 워크숍, 방학 캠프). 자체 커리큘럼에 맞춘 교재(워크북, 활동지)와 조립형 로봇 키트(보드, 모터, 센서, 설명서)를 직접 기획·제작·판매. 학원 수업료(월수강료, 캠프 참가비)로 안정적 수익을 확보하고, 온라인몰 및 학부모 대상 단체구매로 교재·키트 도매·소매 판매를 병행. 또한 타 학원·학교에 커리큘럼과 교재를 라이선스 제공하여 B2B 매출도 창출.",True,809013,,221103,복합,"주수익은 오프라인에서 이루어지는 컴퓨터/코딩 학원 운영(수강료, 캠프비 등). 부수익으로 자체 기획한 학습서·워크북과 조립 키트를 출판·판매(개별판매·단체구매·학교 납품)."
D0094,출장 가전 수리 및 부품 소매 병행 소형 매장,"가전제품(세탁기, 냉장고, 전자레인지 등) 고장 시 빠른 출장수리와 정품·호환 부품을 바로 구매하려는 수요가 많음. 부품 소매로 추가 매출 창출 가능.","소규모 매장을 중심으로 고객집 방문 출장수리 서비스를 제공하고, 소매 카운터에서 자주 교체되는 부품(모터, 타이머, 히터 등)과 소형 리퍼 제품을 판매. A/S 계약형 서비스 판매도 병행.",True,922104,,922103,유사경계,가정용 전기제품을 전문적으로 수리·출장수리하고 부품을 소매하므로 가전제품 수리업(922104)이 적절. 전기·전자 일반 수리(922103)로 오해될 수 있음.
D0081,이동형 스페셜티 커피 카트(푸드트럭 유사) — 이벤트·사무실 정기 출점,행사·사무실 단체에서 빠르고 품질 좋은 에스프레소·핸드드립을 원하는데 상시 고정 매장이 없는 수요가 많음.,"이동식 카트를 이용해 현장에서 직접 원두를 추출해 판매하고, 브랜드 원두 소포장(100g)도 현장 판매 및 온라인으로 병행. 정기 출점 계약으로 B2B 이벤트 서비스를 제공.",False,552308,,552303,유사경계,이동형으로 현장에서 즉석 조리·판매하는 경우 '이동 음식점업(552308)'. 브랜드 음료 전문점 성격도 있으므로 커피전문점이 보조 후보.
D0109,스마트팜용 온습도·CO2·광 제어 모듈과 통합 제어기를 자체 설계·제조해 농가에 판매,"국내 소규모 스마트팜은 맞춤형 제어장비가 부족하고, 외산 장비는 비용이 높아 초기 도입 장벽이 큼. 유지보수·현장 커스터마이즈 수요가 존재함.","센서·액추에이터를 통합한 농업용 환경제어 하드웨어(모듈·컨트롤러)를 설계·조립·검증해 납품하고, 현장 설치·커미셔닝·사후 A/S를 제공. 일부 기기나 패널을 주문생산함.",False,292100,,281103,유사경계,농업 생산·출하 과정에 쓰이는 기기(환경제어기·자동급수 장치 등)를 제조하므로 '292100 농업 및 임업용 기계 제조업'이 적절. 금속 가공·구조물 제조(281103)로 오인될 수 있음.
D0082,테이블 좌석이 있는 소규모 제빵·샌드위치 카페(직접 제빵),동네 상권에서 매일 갓 구운 빵과 함께 고품질 커피를 함께 소비하려는 고객이 많아 베이커리와 카페를 결합한 형태가 유망함.,"매장 내에 제빵 설비를 두고 빵·케이크를 직접 굽고, 그 빵으로 만든 샌드위치와 에스프레소 기반 음료를 제공. 구운 빵의 테이크아웃 판매 비중이 크고 좌석·테이블을 제공.",True,552301,,552303,유사경계,직접 제빵 생산 및 소매(즉석제조 판매)가 주된 경우 '제과점업(552301)'. 커피 제공이 주가 되면 커피전문점으로 분류될 수 있음.
D0098,남성전용 이발소(빠른 컷) + 자체 브랜드 헤어제품 구독·온라인 판매,"바쁜 남성 고객은 예약 없이 빠른 이발 서비스를 원하고, 맞춤형 남성 헤어·스킨 제품 정기구매(구독) 수요가 증가.","오프라인 이발소에서 컷·면도·스타일링을 제공하고, 자체 제작한 왁스·두피토닉 등 남성용 헤어제품을 매장과 온라인으로 판매 및 월간 구독 서비스로 공급.",True,930201,,930203,유사경계,주요 서비스가 남성 고객 대상의 이발(컷·면도 등)이므로 이용업(930201)이 적절. 염색·펌 등 미용 서비스가 강화되면 두발 미용업(930203)으로 보일 수 있음.
